Date,Calls,Query,Bookings Margin,Bookings Count,Issued Margin,Issued Count,Pending Margin,Pending Count,Same Month Margin,Same Month Count
11/25/2021,138,99,8698.02,107,16217.31,177,57.93,5,5264.09,75
11/24/2021,122,111,8248.55,103,8092.65,93,152.81,3,6106.99,70
11/23/2021,173,107,6083.09,96,7808.2,89,195.11,4,6244.42,77
11/22/2021,94,120,6968.2,96,5555.2,79,302.6,8,4475.61,67
11/21/2021,0,0,669.62,10,1031.18,10,N/A,0,1031.18,10
11/20/2021,95,97,5911.1,68,5193.67,56,90.55,4,3689.91,44
11/19/2021,128,114,9235.14,98,5807.88,87,470.3,8,5145.01,83
11/18/2021,140,99,6757.22,92,10047.57,107,492.28,5,4415.54,67
11/17/2021,128,94,8647.41,112,11890.17,101,342.38,4,7289.45,84
11/16/2021,142,132,9594.21,111,6873.82,84,265.84,7,6817.92,82
11/15/2021,97,138,7272.76,101,4793.16,87,N/A,0,4248.91,83
11/14/2021,0,0,1061.35,12,211.1,3,N/A,0,211.1,3
11/13/2021,107,93,5123.69,66,5244.02,60,175.06,3,4749.69,55
11/12/2021,106,95,10648.28,137,7455.8,111,1175.97,9,7308.61,107
11/11/2021,134,117,10350.89,116,6615.39,79,760.22,7,6300.12,73
11/10/2021,160,107,11686.05,115,10691.58,102,103.06,5,10396.16,98
11/9/2021,134,138,12829.81,138,12039.48,107,308.13,9,11389.67,101
11/8/2021,99,144,10852.3,128,6688.02,89,24.43,1,6590.36,87
11/7/2021,0,0,1976.72,23,776.48,9,N/A,0,776.48,9
11/6/2021,131,93,5406.13,57,5647.68,60,164.47,3,5073.29,54
11/5/2021,129,109,8291.5,117,8369.84,100,266.02,8,7886.32,90
11/4/2021,143,134,6718.51,122,5463.83,88,5,4,4409.38,79
11/3/2021,133,178,9714.88,115,6932.55,97,1047.4,8,4153.82,70
11/2/2021,294,134,8657.09,125,7910.68,93,400.38,9,4893.01,78
11/1/2021,0,129,12452.34,130,4741.53,79,1259.91,11,2682.26,54
10/31/2021,0,0,1656.55,14,9452.37,42,N/A,0,7748.56,22
10/30/2021,136,90,3866.17,67,5154.98,85,8.4,2,3559.22,68
10/29/2021,129,126,7394.89,111,11345.07,115,332.51,4,6256.7,80
10/28/2021,114,104,9764.7,98,7084.38,89,204.92,2,5517.45,78
10/27/2021,132,130,7231.24,103,5256.74,95,187.5,3,3912.91,77
10/26/2021,152,114,6733.62,103,6974.22,86,121.74,6,4965.94,68
10/25/2021,92,149,7486.08,105,5741.62,79,325.49,6,5063.03,76
10/24/2021,0,70,949.08,11,125.11,5,N/A,0,125.11,5
10/23/2021,153,107,4870.52,71,4875.77,70,8.63,1,4255.18,64
10/22/2021,134,129,6841.31,119,6802.26,114,226.02,7,6419.67,104
10/21/2021,131,107,7977.85,123,7036.87,105,451.49,8,6118.78,97
10/20/2021,145,138,12755.73,138,7698.63,87,139.07,4,7180.21,79
10/19/2021,197,132,14835.27,131,13322.68,126,30,1,10723.86,97
10/18/2021,124,148,16922.54,174,12140.3,137,238.36,5,11086.07,131
10/17/2021,0,0,2783.65,22,1653.42,12,97.38,2,1653.42,12
10/16/2021,189,124,10646.1,80,5617.82,50,227.4,5,5617.82,49
10/15/2021,176,134,11050.12,145,11275.72,124,343.72,6,10925.26,118
10/14/2021,182,89,13147.29,160,8903.5,115,609.54,11,8601.59,110
10/13/2021,174,115,17645.13,140,12527.37,141,14.75,1,12178.21,138
10/12/2021,241,138,17355.29,183,14356.53,142,164.59,4,13404.47,135
10/11/2021,196,176,19495.9,190,12976.49,136,257.93,4,12368.1,130
10/10/2021,0,0,1306.18,20,570.01,11,21.23,1,503.38,10
10/9/2021,242,133,16290.3,133,12950.55,121,393.3,5,11802.34,115
10/8/2021,165,111,25188.11,255,15276.59,161,591.46,11,15004.35,154
10/7/2021,145,115,10287.44,128,5909.93,83,486.84,10,5555.6,76
10/6/2021,129,175,9262.49,79,7761.01,74,6.13,1,7302.93,66
10/5/2021,117,121,8767.84,98,6595.67,78,22.93,1,5696.54,66
10/4/2021,77,101,10290.74,111,7088.02,82,264.66,5,6855.51,76
10/3/2021,0,0,1787.79,19,0,0,N/A,0,0,0
10/2/2021,110,76,6848.7,54,2236.93,32,23.93,1,1645.86,26
10/1/2021,108,111,8891.46,105,5509.64,63,836.04,9,4668.94,50
9/30/2021,112,69,7911.99,91,18163.44,160,14.83,2,10881.8,99
9/29/2021,130,157,11510.7,97,11284.05,107,282.18,4,8096.21,91
9/28/2021,135,97,7660.76,103,9734.04,117,3,1,4958.51,81
9/27/2021,68,90,6599.37,83,7254.01,68,24.89,2,5331.37,53
9/26/2021,0,0,1312.73,8,8.57,3,N/A,0,8.57,3
9/25/2021,96,76,2498.19,33,3409.84,34,172.56,6,2367.34,29
9/24/2021,123,120,8896.12,94,6044.05,74,434.09,4,5873.55,73
9/23/2021,131,91,7264.51,76,8089.34,64,203.86,3,7704.76,60
9/22/2021,119,119,7458.42,78,4958.4,70,379.51,2,4633.82,61
9/21/2021,150,98,8011.53,101,7328.17,78,200.76,7,6931.32,76
9/20/2021,79,118,9401.17,93,9513.32,103,254.58,3,8587.23,89
9/19/2021,0,0,885.28,13,383.77,8,N/A,0,383.77,7
9/18/2021,108,82,3550.1,55,3101.12,46,120.79,3,2956.22,45
9/17/2021,57,115,7854.54,87,4871.34,57,228.39,3,4272.27,52
9/16/2021,58,97,8365.81,66,4871.59,40,513.99,1,4817.4,37
9/15/2021,71,98,6392.15,59,5099.47,46,678.88,4,4722.02,41
9/14/2021,102,114,-1506.7,59,9243.9,93,103.09,2,5246.96,46
9/13/2021,63,89,6454.31,76,6222.45,63,432.73,11,5937.35,55
9/12/2021,0,0,383.41,11,135.29,3,80,1,135.29,3
9/11/2021,88,82,4035.82,34,2525.75,33,39.11,4,2450.02,32
9/10/2021,98,112,6508.47,78,4989.94,64,31.33,2,4989.94,64
9/9/2021,185,93,6842.55,77,7391.05,66,118.96,3,6717.32,58
9/8/2021,0,88,9145.72,75,4219.57,50,195.83,2,4219.57,50
9/7/2021,89,147,5743.96,72,5203.2,48,35.68,1,5080.97,45
9/6/2021,45,106,6085.89,70,6810.02,60,200.91,5,6681.59,54
9/5/2021,0,0,2906.85,17,741.3,11,N/A,0,741.3,11
9/4/2021,75,76,13385.35,44,5335.4,41,N/A,0,5119.61,35
9/3/2021,69,113,13227.87,92,7664.76,66,307.55,4,7247.03,58
9/2/2021,74,92,6945.07,64,4250.53,49,28,2,3889.12,40
9/1/2021,105,135,6934.39,70,3753.91,39,206.24,4,2826.73,27
8/31/2021,50,75,8476.62,64,27933.25,95,N/A,0,25684.5,73
8/30/2021,112,70,2490.7,29,4904.72,35,7.5,1,2518.75,20
8/29/2021,0,0,659.19,8,4455.07,35,10,1,455.98,5
8/28/2021,0,77,2544.52,28,2310.91,27,N/A,0,2130.64,26
8/27/2021,76,89,5488.92,54,5433.56,51,535.34,2,5373.72,46
8/26/2021,73,118,4215.12,40,3360.34,45,14.03,2,3302.46,44
8/25/2021,179,104,4207.49,66,13837.11,102,535.69,5,3883.08,46
8/24/2021,0,100,6341.91,61,9472.82,51,132.16,2,5969.04,43
8/23/2021,53,130,5787.39,70,8338.92,96,112,2,5830.36,52
8/22/2021,0,0,1748.69,5,781.48,4,N/A,0,586.9,3
8/21/2021,130,103,6665.5,47,4390.57,36,28.83,3,4389.72,35
8/20/2021,0,83,7499.95,72,6612.26,59,187.73,4,6190.92,56
8/19/2021,77,105,8795.86,62,10201.54,60,328.13,3,9991.73,58
8/18/2021,74,89,6837.68,62,6134,62,83.22,3,4066.09,37
8/17/2021,99,148,7956.71,76,4885.66,58,47.6,2,4559.63,54
8/16/2021,57,95,7339.06,69,6432.89,61,646.01,3,6281.32,58
8/15/2021,0,0,1850.61,13,688.43,5,N/A,0,688.43,5
8/14/2021,170,113,6145.17,42,6072.81,36,33.69,3,5984.68,35
8/13/2021,0,102,5577.98,59,4023.64,44,246.71,6,3539.15,41
8/12/2021,111,91,4865.67,57,4251.2,41,248.43,3,4251.2,39
8/11/2021,75,132,5405.63,62,5326.47,60,193.57,4,5070.6,57
8/10/2021,93,91,5641.7,58,5562.24,55,354.65,4,5230.82,53
8/9/2021,60,115,8496.62,73,8046.19,47,36.93,8,7723.82,44
8/8/2021,0,0,905.58,5,173.85,3,N/A,0,173.85,3
8/7/2021,79,95,4555.44,42,3155.81,31,189.93,1,3155.81,31
8/6/2021,91,77,6161.03,55,5062.34,42,78.56,3,4858.76,39
8/5/2021,73,122,6729.14,66,5183.86,47,261.02,3,5045.9,43
8/4/2021,178,90,24238.36,60,6059.26,57,27.31,1,4006.58,46
8/3/2021,0,108,5258.48,65,5954.78,50,45.44,2,4735.92,38
8/2/2021,70,131,9928.35,77,6341.45,54,6.73,1,4537.19,41
8/1/2021,0,0,807.71,8,516.61,4,0,1,489.18,3
7/31/2021,73,66,2559.33,28,21681.88,37,-0.67,2,20899.08,28
7/30/2021,81,77,5350.91,48,9875.63,75,170.2,1,4432.36,43
7/29/2021,94,98,6289.47,59,3947.73,57,221.12,2,2272.82,42
7/28/2021,77,83,5403.94,49,5361.68,41,-2.5,1,4265.44,37
7/27/2021,109,98,2474.55,66,6229.18,63,54.93,2,4422.09,54
7/26/2021,53,137,6687.26,52,6719.22,53,179.2,2,6622.21,50
7/25/2021,0,0,1151.24,9,290.74,5,N/A,0,290.74,5
7/24/2021,71,0,3367.2,33,3001.8,28,118.6,3,3006.8,26
7/23/2021,69,101,4106.06,54,12342.56,102,0,1,4944.05,54
7/22/2021,157,92,4875.64,56,3574.39,38,-5,2,3574.39,38
7/21/2021,0,82,3626.63,34,3268.38,28,17.1,1,3268.38,27
7/20/2021,91,77,7022.24,62,5969.92,58,384.95,2,5848.42,56
7/19/2021,63,105,4234.95,46,4746.79,35,106.78,5,3780.71,32
7/18/2021,0,0,1421.81,5,756,1,15.18,1,756,1
7/17/2021,76,80,2732.17,32,3115.45,27,34.49,1,3021.84,25
7/16/2021,71,95,6376.55,61,16291.77,102,288.29,5,4694.78,46
7/15/2021,169,85,5038.48,50,5671.92,38,53.59,4,4134.84,34
7/14/2021,0,96,4773.28,48,6516.4,48,77.43,2,4197.23,37
7/13/2021,83,117,7136.57,63,6815.32,67,119.13,4,6037.61,62
7/12/2021,54,76,5413.95,56,3325.28,30,84.28,5,2719.11,25
7/11/2021,0,0,81.74,4,20.88,2,-0.2,1,20.88,2
7/10/2021,93,84,2899.13,23,4044.98,31,N/A,0,3733.11,29
7/9/2021,66,85,5900.16,58,4696,44,0,1,3558.65,36
7/8/2021,81,106,4027.41,48,5407.77,47,35.28,1,4771.45,44
7/7/2021,102,102,5541.56,61,5174.21,45,99.18,2,4359.23,40
7/6/2021,111,114,23764.08,59,5242.21,50,71.46,4,4649.96,46
7/5/2021,55,88,8557.87,63,5563.76,53,100.2,2,5008.45,49
7/4/2021,0,0,695.51,6,484.54,4,224.26,2,484.54,4
7/3/2021,58,88,2639.77,18,2376.04,16,187,1,2038.14,13
7/2/2021,146,87,6438.09,59,4255.01,37,211.5,2,3323.13,29
7/1/2021,0,99,4630.73,48,4433.48,40,566.18,3,3221.8,31
6/30/2021,92,74,5222.51,48,39742.64,186,2,4,32994.24,56
6/29/2021,86,91,6582.53,60,8999.57,113,34.62,2,4634.58,57
6/28/2021,125,138,4070.23,52,8083.88,54,37.58,2,2864.8,30
6/27/2021,0,0,449.26,3,54.16,1,43,1,54.16,1
6/26/2021,0,76,3435.77,26,2365.58,23,227.56,2,2319.24,21
6/25/2021,59,93,7709.66,62,11176.1,72,601.61,4,6582.22,47
6/24/2021,55,85,4796.24,35,11606.34,102,72.22,1,3972.93,30
6/23/2021,68,82,3944.4,37,7464.12,49,42,1,3958.69,33
6/22/2021,76,85,4083.88,45,4047.31,37,154.38,2,3881.98,35
6/21/2021,40,108,6158.93,51,3473.38,36,0,1,2891.75,28
6/20/2021,0,0,915.07,7,781.15,6,N/A,0,781.15,6
6/19/2021,67,82,2091.35,24,3718.29,32,105,2,2671.05,27
6/18/2021,58,88,5160.19,50,3951.14,41,217,4,3649.01,39
6/17/2021,63,78,4721.21,38,3667.29,29,100,1,3475.19,28
6/16/2021,63,103,5999.97,55,4010.82,38,354.06,7,3508.82,37
6/15/2021,63,80,6664.65,49,6843.72,51,243.48,1,5775.92,47
6/14/2021,96,104,4133.17,44,3880.49,45,89.56,2,3652.03,43
6/13/2021,0,0,589.07,5,0,0,0,1,0,0
6/12/2021,0,84,2028.56,30,2068.85,20,10.63,1,1709.65,17
6/11/2021,171,89,4199.58,42,3599.7,42,94.68,2,3356.97,38
6/10/2021,0,104,4527.58,56,4657.95,41,100.34,3,4195.59,38
6/9/2021,0,84,7170.46,52,3750.91,33,4.78,2,3677.5,32
6/8/2021,188,80,5764.9,56,6386.27,52,572.83,5,4965.31,45
6/7/2021,0,103,5747.58,60,5167.76,44,314.72,4,4240.59,37
6/6/2021,0,0,608.71,5,1541.86,6,N/A,0,1321.57,5
6/5/2021,0,84,3459.84,37,2829.64,30,17,1,2170.37,27
6/4/2021,68,92,32556.64,59,5475.8,46,119,4,5273.04,42
6/3/2021,63,97,6060.91,53,4726.52,42,0,1,3631.54,35
6/2/2021,84,91,4947.39,57,3193.62,39,-5,2,2824.13,35
6/1/2021,53,101,3701.4,52,2665.72,32,-288.25,5,1786.45,24
5/31/2021,130,66,2043.27,22,25532.81,160,119.5,2,17053.49,24
5/30/2021,0,0,56.76,2,375.9,2,N/A,0,375.9,2
5/29/2021,0,79,3151.06,26,5898.05,44,50.04,1,3830.69,29
5/28/2021,67,80,4366.97,52,5304.9,49,100,2,3887.76,40
5/27/2021,72,87,5292.42,51,5185.87,48,331.52,5,2949.41,39
5/26/2021,67,115,5349.88,63,4934.02,60,50.48,1,2578.1,37
5/25/2021,86,82,4717.91,53,4506.1,45,-1.82,2,4178.47,41
5/24/2021,97,98,4902.43,49,6782.1,47,138.17,3,5522.83,41
5/23/2021,0,0,370.66,3,260.66,2,N/A,0,260.66,2
5/22/2021,0,79,5041.05,37,4015.34,35,128.48,2,3486.17,32
5/21/2021,65,79,8281.52,57,9910.75,61,420.18,3,4649.22,44
5/20/2021,161,84,3725.94,39,3264.73,33,51.5,1,2741.04,30
5/19/2021,0,91,7217.46,59,4698.87,44,18,1,4000.55,41
5/18/2021,152,105,4355.93,61,3536.68,54,N/A,0,3447.7,53
5/17/2021,0,91,2283.25,52,4604.86,34,154.57,3,3899.85,30
5/16/2021,0,0,368.9,4,507.96,5,7.5,1,401.94,4
5/15/2021,70,89,3040.31,25,1818.3,25,N/A,0,1747.27,24
5/14/2021,68,83,2631.1,41,1965.71,35,64.66,3,1536.71,34
5/13/2021,78,82,2954.98,34,2395.24,26,0,1,2258.2,24
5/12/2021,76,95,8435.17,66,5838.33,45,145.66,4,5266.85,42
5/11/2021,77,82,7460.64,59,4617.08,57,N/A,0,4092.46,51
5/10/2021,55,109,3932.29,52,3506.91,48,666,2,3206.95,43
5/9/2021,0,0,976.77,9,3175.02,26,65,2,619.32,4
5/8/2021,97,79,3135.58,36,2384.84,32,0.08,1,2276.18,30
5/7/2021,66,88,4499.55,55,6679.41,87,15.28,2,3208.59,33
5/6/2021,61,126,6789.08,68,3172.03,38,168.93,3,3004.1,34
5/5/2021,80,99,6586.67,48,3524.15,32,302.96,4,2985.75,27
5/4/2021,47,104,22124.76,50,2720.47,25,290.85,5,1920.47,16
5/3/2021,107,0,3516.37,23,852.33,12,22.5,1,852.33,12
5/2/2021,0,0,1372.47,6,430.4,2,N/A,0,430.4,2
5/1/2021,0,78,3914.1,51,2055.5,25,203.5,1,1231.15,19
4/30/2021,63,83,4473.33,47,27833.12,177,356.33,3,14943.23,43
4/29/2021,58,84,3685.4,43,7511.32,85,61,2,4344.8,30
4/28/2021,63,84,6321.84,49,3196.55,50,272.58,2,2616.78,38
4/27/2021,70,94,3955.59,37,4633.25,31,16,1,3709.57,29
4/26/2021,174,98,4797.45,51,4062.37,44,603.81,3,3228.79,39
4/25/2021,0,0,133.28,2,617.39,6,34,1,331.08,2
4/24/2021,0,78,4382.09,28,2429.79,23,46.85,2,2429.79,23
4/23/2021,0,92,-3540.62,57,4932.05,51,90,3,4513.5,44
4/22/2021,35,92,4245.86,45,2831.84,33,449.56,3,2831.84,32
4/21/2021,62,77,3309.5,36,3281.62,30,33.68,3,1867.4,25
4/20/2021,89,108,6098.51,49,4084.19,37,210.42,2,3682.06,34
4/19/2021,31,90,3866.58,42,4243.64,35,246.56,4,3531.72,31
4/18/2021,0,0,659.42,5,521.86,5,34,1,N/A,0
4/17/2021,49,84,3112.81,19,2173.39,20,25,1,2173.39,20
4/16/2021,66,77,4240.81,44,1774.96,32,N/A,0,1521.99,30
4/15/2021,63,80,5663.68,48,3970.91,35,N/A,0,3965.82,33
4/14/2021,57,85,3685.09,35,4572.26,32,-3.5,1,4572.26,32
4/13/2021,59,84,6006.61,54,3835.29,32,N/A,0,3715.93,30
4/12/2021,36,113,5591.94,59,3097.69,36,84.9,3,2844.59,32
4/11/2021,0,0,396.87,4,1724.04,13,27.11,2,N/A,0
4/10/2021,48,73,4263.74,22,3869.65,25,N/A,0,3823.97,24
4/9/2021,54,72,6317.68,52,4994.73,41,33.82,6,4397.84,35
4/8/2021,75,76,4880.72,47,3140.98,36,106.25,3,2844.46,34
4/7/2021,90,99,6428.56,61,4434.24,49,589.23,9,3886.39,39
4/6/2021,51,87,24213.75,31,2266.01,23,N/A,0,2252.37,21
4/5/2021,145,87,2664.4,18,4515.3,39,17.3,3,2534.31,9
4/4/2021,0,0,577.01,3,0,0,N/A,0,0,0
4/3/2021,74,108,1656.31,19,1669.48,17,N/A,0,1303.75,14
4/2/2021,100,0,1395.41,15,1455.8,15,N/A,0,1114.16,12
4/1/2021,0,89,5167.69,55,4319.45,49,31.78,2,2437.41,27
3/31/2021,30,73,3412.06,42,28858,97,215.5,3,25024.24,40
3/30/2021,68,84,5594.68,43,6491.86,50,61.54,2,5143.6,35
3/29/2021,99,123,4164.13,41,5528.82,43,9.48,1,3432.33,30
3/28/2021,0,0,635.45,7,678.5,10,N/A,0,728.65,8
3/27/2021,0,74,1823.16,15,1251.42,15,656.48,3,968.56,14
3/26/2021,67,74,4201.41,39,5339.1,42,52.67,2,4756.22,41
3/25/2021,81,85,3718.79,54,2881.78,45,0,1,2789.57,43
3/24/2021,63,78,5008.79,58,5868.94,42,68.33,5,5296.73,39
3/23/2021,84,93,3780.08,41,5872.62,57,59.5,2,2109.45,30
3/22/2021,137,116,6730.28,73,5991.72,57,150.96,2,5991.72,56
3/21/2021,0,0,38.73,3,181.69,2,0,1,24.53,1
3/20/2021,0,86,4291.32,40,3478.62,33,0,1,3375.74,32
3/19/2021,84,93,6171.95,60,6085.01,60,475.72,5,5766.33,59
3/18/2021,217,93,5823.42,50,3233.39,32,141.69,1,2755.89,30
3/17/2021,0,87,4929.5,55,6290.16,54,N/A,0,6002.4,51
3/16/2021,70,100,9668.12,70,6730.1,36,363.49,7,6730.1,36
3/15/2021,126,115,7232.76,63,3462.4,39,236.62,5,3306.02,38
3/14/2021,0,0,79.74,2,800.37,2,N/A,0,84.52,1
3/13/2021,0,83,2904.61,24,3168.66,29,N/A,0,3151.58,28
3/12/2021,67,86,2895.97,60,6158.39,67,303.46,4,4946.34,50
3/11/2021,77,86,5151.83,64,4650.74,54,268.41,6,4379.04,53
3/10/2021,85,90,9507.95,80,6677.45,50,533.4,5,6618.17,49
3/9/2021,95,107,5922.99,56,6347.87,72,220.84,3,3309.49,44
3/8/2021,154,108,5883.84,71,7876.4,104,91.4,1,5201.02,52
3/7/2021,0,0,0,2,300,2,0,1,300,2
3/6/2021,0,84,3929.33,39,4978.81,41,20,1,4965.28,40
3/5/2021,83,93,14686.29,90,9556.71,70,50.7,2,8785.65,62
3/4/2021,64,106,11518.14,70,7428.69,61,742.46,3,6767.73,57
3/3/2021,74,100,32714.2,71,6015.7,53,219.16,4,4715.22,46
3/2/2021,257,105,6807.98,66,4429.93,54,43.99,2,3840.68,46
3/1/2021,0,117,6733.09,67,6761.44,54,85,1,3147.98,28
2/28/2021,0,0,629.5,6,19463.98,18,0,1,17902.58,5
2/27/2021,0,95,6642.61,50,13243.52,89,97,2,4615.74,42
2/26/2021,182,93,5661.96,57,6421.13,73,121.26,2,6254.1,66
2/25/2021,0,94,7773.97,66,5012.42,52,6.73,2,4723.44,50
2/24/2021,103,97,6445.34,75,5531.84,62,-13,1,5507.61,59
2/23/2021,105,109,8420.87,63,8132.21,53,43.56,2,7595.03,51
2/22/2021,46,128,6855.33,71,4152.33,50,761.7,2,3847.87,47
2/21/2021,0,0,4.98,1,4.98,1,N/A,0,4.98,1
2/20/2021,67,83,3211.54,20,3017.99,21,91.28,1,2926.75,19
2/19/2021,51,75,5541.24,50,4337.21,48,N/A,0,4056.07,47
2/18/2021,65,96,3446.63,38,2897.92,28,0,1,2840.66,27
2/17/2021,70,89,4519.45,45,3518.9,38,233.48,2,3530.1,37
2/16/2021,70,100,5135.88,57,3340.86,36,-7.12,5,3300.51,35
2/15/2021,89,102,5807.85,56,6092.99,55,102,1,4640.9,45
2/14/2021,0,0,390.29,3,361.78,2,N/A,0,361.78,2
2/13/2021,0,87,3619.99,37,1436.11,23,N/A,0,1436.11,23
2/12/2021,65,94,6440.98,50,7439.76,50,N/A,0,7439.76,50
2/11/2021,75,85,6789.31,54,6731.52,40,173.86,4,6146.21,35
2/10/2021,53,86,3977.51,45,6058.77,66,N/A,0,3952.35,48
2/9/2021,64,98,5163.36,61,3720.6,51,64.4,2,2904.61,44
2/8/2021,127,104,7013.21,86,6322.05,72,30.98,2,5847.85,65
2/7/2021,0,0,493.04,3,444.92,6,N/A,0,293.04,2
2/6/2021,0,81,2949.67,37,2106.87,39,169.34,2,2013.95,35
2/5/2021,63,88,6786.74,77,6355.71,61,362.13,6,5342.57,57
2/4/2021,64,82,5794.32,68,5342.11,56,208.56,5,4831.18,50
2/3/2021,64,83,26157.56,63,4723.53,49,331.37,5,4262.53,45
2/2/2021,218,89,5927.72,76,4553.78,58,41.56,3,4069.75,48
2/1/2021,0,102,5318.65,62,8255.04,77,10.04,3,2273.98,30
1/31/2021,0,0,850.48,7,17901.95,34,45.6,1,16427.6,9
1/30/2021,0,79,3781.89,39,8166.7,66,86.92,3,5604.98,51
1/29/2021,68,88,5571.5,61,4976.24,73,100,1,4440.02,64
1/28/2021,61,75,5713.73,64,5702.7,58,73.21,5,3470.02,44
1/27/2021,57,86,5233.51,62,5096.02,49,33.6,3,4808.72,48
1/26/2021,64,89,5436.51,63,4214.56,46,58,3,3761.99,42
1/25/2021,94,94,7482.19,70,6613.97,58,15.36,1,6594.61,56
1/24/2021,0,0,523.86,2,790,2,N/A,0,790,2
1/23/2021,0,74,3458.42,26,2947.35,28,N/A,0,2895.43,27
1/22/2021,64,83,7546.61,79,17085.8,126,132.52,3,8533.81,80
1/21/2021,59,103,7476.16,87,5006.58,62,194.44,2,4663.51,57
1/20/2021,62,93,5539.52,65,6239.07,58,241.1,4,5224.94,54
1/19/2021,84,80,6731.9,70,5737.25,62,57.84,2,5126.13,55
1/18/2021,51,100,6546.34,72,4343.25,47,346.4,5,4161.53,44
1/17/2021,0,0,352.76,4,286,2,N/A,0,286,2
1/16/2021,71,81,3746.41,42,4231.77,42,-1,1,4231.77,42
1/15/2021,83,94,6978.18,66,6697.35,60,61.56,1,6647.41,58
1/14/2021,77,90,7840,77,5936.61,61,244.69,3,5894.7,60
1/13/2021,69,94,5286.38,75,4480.87,56,12.36,3,4310.71,54
1/12/2021,77,84,5431.5,65,4490.51,53,117,3,3813.71,49
1/11/2021,135,98,9025.07,68,5712.04,54,123.02,3,5308.27,51
1/10/2021,0,0,135.02,4,106.02,3,90,1,106.02,3
1/9/2021,0,86,3547.73,40,2863.81,33,274.08,3,2680.39,30
1/8/2021,68,86,26961.89,79,7641.36,66,145.26,3,6839.01,62
1/7/2021,78,88,9180.93,84,7561.37,69,7,1,6589.18,64
1/6/2021,113,90,7045.57,73,6840.4,74,0,1,6308.61,67
1/5/2021,114,124,8087.84,89,12154.37,95,29.56,5,8617.56,71
1/4/2021,169,113,9147.73,70,6983.39,42,0,3,5788.16,35
1/3/2021,0,0,1628.34,9,995.53,5,83,2,973.42,4
1/2/2021,0,105,6233.63,48,4983.82,32,146,4,4250.47,26
1/1/2021,0,71,2292.09,20,4809.33,29,N/A,0,1314.93,11
12/31/2020,68,76,6589.98,67,27409.76,153,72,3,21765.99,72
12/30/2020,283,83,5455.77,65,5566.55,71,130.5,2,4044.9,52
12/29/2020,0,132,4984.16,56,5159.15,57,82,1,4689.46,51
12/28/2020,0,0,4237.17,32,4598.6,39,22,1,2868.76,25
12/27/2020,0,0,390.9,6,390.9,5,0,1,390.9,5
12/26/2020,0,74,1425.55,22,2767.71,69,N/A,0,1163.87,17
12/25/2020,0,0,577.25,6,744.65,5,N/A,0,744.65,5
12/24/2020,314,77,7037.92,53,10169.7,80,86,1,7925.89,63
12/23/2020,0,81,7669.37,63,6592.77,56,56.2,4,5827.21,51
12/22/2020,0,85,8492.61,59,7360.33,58,231.5,3,6909.93,53
12/21/2020,176,90,7016.62,67,8385.71,61,150.02,5,7949.76,57
12/20/2020,0,0,1635.3,13,1308.59,12,47,1,1265.38,11
12/19/2020,0,81,5356.02,35,5179.8,40,43.38,2,4520.18,35
12/18/2020,70,87,6887.27,66,6264.25,60,0,1,5861.89,51
12/17/2020,66,83,7418.87,53,13026.35,74,N/A,0,6764.07,46
12/16/2020,200,86,13944.91,81,11638.01,63,496,7,11572.79,61
12/15/2020,0,89,8573.8,68,6252.87,63,500.84,5,6048.9,57
12/14/2020,152,103,11396.5,88,11521.72,84,21.08,2,8366.27,57
12/13/2020,0,0,555.82,4,998.36,10,124.5,1,591.92,3
12/12/2020,0,74,5328.28,38,7234.32,47,170,2,7234.32,45
12/11/2020,191,85,9148.5,88,18945.69,148,140.42,3,7396.42,77
12/10/2020,0,86,11381.75,80,14336.68,78,286.95,3,11860.76,63
12/9/2020,86,97,7873.91,63,7853.4,57,291,4,7511.11,54
12/8/2020,100,88,10970.3,67,8834.79,62,5.5,1,8213.31,56
12/7/2020,166,118,11931.91,90,10041.84,70,19.74,3,9710.51,66
12/6/2020,0,0,1263.46,8,895.26,3,0,1,895.26,3
12/5/2020,0,82,5196.42,44,5063.79,51,N/A,0,4573.96,44
12/4/2020,107,89,25125.26,84,15444.63,77,19.5,2,14241.62,64
12/3/2020,88,79,17772.08,81,11188.51,66,N/A,0,10393.92,60
12/2/2020,201,83,11209.45,79,10555.72,90,N/A,0,7555.43,68
12/1/2020,0,91,11353.33,84,14019.1,85,188.74,3,5943.99,41
11/30/2020,88,99,10577.58,85,22580,164,289.5,3,16797.88,89
11/29/2020,0,0,773.06,11,779.04,6,127.06,2,564.14,5
11/28/2020,95,82,4817.8,44,6002.9,49,66.5,1,3851.62,43
11/27/2020,84,82,8228.77,79,6501.57,78,47.64,2,5665.29,68
11/26/2020,692,89,9057.05,85,7544.31,59,492.66,5,6130.36,53
11/25/2020,0,74,7007.79,63,6644.46,60,N/A,0,5893.82,56
11/24/2020,0,85,8442.52,72,8910.62,71,546.37,5,7409.49,60
11/23/2020,0,90,10381.46,88,17024.33,109,390.24,2,9442.07,79
11/22/2020,0,0,792.3,8,96.53,1,N/A,0,N/A,0
11/21/2020,0,73,4383.22,40,7078.54,38,88.92,2,7078.54,38
11/20/2020,0,81,8535.46,68,6064.82,62,426.81,6,5706.93,56
11/19/2020,0,82,11362.24,78,8430.02,65,188.34,4,8092.53,60
11/18/2020,0,77,8284.17,69,6819.88,59,124.88,5,6121.02,54
11/17/2020,100,114,5853.48,67,5206.32,63,8.34,3,5080.65,59
